Attendance,Previous qualification (grade),Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID,Application preference
Daytime,130.0,130.0,No,No,No,Yes,Male,No,37,No,11,16,23,15,11.733333333333333,0,6,11,17,9,11.88888888888889,0,15.5,2.8,-4.06,Graduate,2756,6
Evening,145.0,127.5,Yes,No,No,Yes,Male,No,22,No,0,5,9,5,12.428571428571429,1,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate,1299,6
Evening,133.1,102.5,No,No,No,Yes,Female,Yes,27,No,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout,0219,6
Daytime,133.1,120.5,No,No,No,No,Male,No,32,No,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,3855,6
Daytime,150.0,130.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate,2135,4
Daytime,111.0,105.4,No,No,No,Yes,Female,No,20,No,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate,1122,4
Evening,143.0,131.5,No,No,No,Yes,Male,No,19,No,0,5,11,4,11.0,0,0,5,8,4,12.25,0,15.5,2.8,-4.06,Dropout,4269,5
Daytime,140.0,140.0,Yes,No,No,Yes,Male,No,38,No,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate,3567,6
Daytime,133.1,150.0,No,No,No,Yes,Male,No,21,No,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate,3871,6
Daytime,141.0,126.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.944285714285714,0,0,8,8,7,12.944285714285714,0,10.8,1.4,1.74,Graduate,1908,1
Daytime,182.0,156.8,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,8,6,13.25,0,10.8,1.4,1.74,Graduate,2130,6
Daytime,140.0,136.5,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.838571428571427,0,0,8,9,8,14.8,0,12.4,0.5,1.79,Graduate,4015,6
Daytime,128.0,123.3,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,14.833333333333334,0,0,6,8,6,12.142857142857142,0,8.9,1.4,3.51,Graduate,1972,6
Daytime,136.0,123.4,Yes,No,No,Yes,Female,Yes,19,No,0,5,8,5,13.166666666666666,2,0,5,5,5,12.8,0,9.4,-0.8,-3.12,Graduate,3019,5
Daytime,130.0,122.3,Yes,No,No,Yes,Female,No,18,No,0,5,10,5,14.333333333333334,2,0,5,8,5,13.0,1,9.4,-0.8,-3.12,Graduate,1554,5
Daytime,149.0,137.1,Yes,No,No,Yes,Female,Yes,18,No,0,5,7,4,13.25,0,0,5,5,5,12.0,0,10.8,1.4,1.74,Graduate,0015,6
Daytime,127.0,120.7,Yes,No,Yes,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,3681,6
Daytime,140.0,140.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,Graduate,0213,6
Daytime,158.0,138.1,Yes,No,No,Yes,Female,No,19,No,0,6,8,4,12.5,0,0,6,11,1,14.0,0,7.6,2.6,0.32,Dropout,1078,6
Daytime,118.0,111.0,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,3676,6
Daytime,120.0,120.0,Yes,No,No,Yes,Female,No,21,No,9,13,14,13,13.615384615384617,1,6,12,12,12,14.25,0,13.9,-0.3,0.79,Graduate,0407,6
Daytime,133.0,130.8,Yes,No,No,Yes,Female,No,19,No,0,8,8,8,13.427499999999998,0,0,8,8,8,13.427499999999998,0,9.4,-0.8,-3.12,Graduate,1839,4
Daytime,150.0,132.5,Yes,No,No,No,Female,No,20,Yes,0,6,9,5,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate,0523,6
Daytime,120.0,111.3,No,No,No,Yes,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,3234,4
Daytime,137.0,131.4,Yes,No,No,Yes,Male,No,22,No,0,5,8,2,10.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Dropout,2037,6
Daytime,151.0,146.5,No,No,No,Yes,Female,Yes,18,Yes,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,3931,6
Daytime,135.0,127.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,14.424285714285714,0,0,8,8,8,13.9375,0,11.1,0.6,2.02,Graduate,3239,3
Daytime,143.0,133.9,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,15.0,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,Graduate,0586,6
Evening,130.0,111.9,No,No,Yes,Yes,Female,No,36,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,2933,6
Daytime,124.0,126.1,Yes,No,No,Yes,Male,No,20,No,0,5,7,4,13.0,0,0,5,9,5,14.833333333333334,3,7.6,2.6,0.32,Graduate,1490,1
Daytime,125.0,115.9,No,No,No,Yes,Female,No,19,No,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,Graduate,0655,6
Daytime,148.0,143.5,No,No,No,Yes,Female,No,18,No,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,2580,6
Daytime,134.0,132.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,13.512857142857142,0,0,8,8,7,13.512857142857142,0,10.8,1.4,1.74,Graduate,1796,4
Daytime,133.1,136.0,No,No,No,Yes,Male,No,41,No,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,Graduate,0692,6
Daytime,136.0,121.7,Yes,No,No,Yes,Female,Yes,21,No,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduate,2780,5
Evening,133.1,112.5,No,No,No,Yes,Female,No,32,No,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,Graduate,1202,6
Daytime,133.0,126.0,No,No,No,Yes,Male,No,18,No,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,0963,6
Daytime,136.0,126.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,Dropout,1005,5
Daytime,133.1,102.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,13.666666666666666,0,0,6,7,6,14.571428571428571,0,11.1,0.6,2.02,Graduate,2744,6
Daytime,126.0,122.5,Yes,No,No,Yes,Male,No,19,No,0,5,12,3,12.0,0,0,5,10,3,12.0,0,12.4,0.5,1.79,Dropout,0551,2
Daytime,125.0,125.0,Yes,No,No,Yes,Female,No,21,No,0,5,6,0,0.0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,Graduate,3748,6
Daytime,142.0,141.3,No,No,No,Yes,Female,Yes,19,No,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,13.9,-0.3,0.79,Graduate,2803,6
Daytime,127.0,126.3,Yes,No,Yes,Yes,Male,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,2701,6
Daytime,147.0,124.5,Yes,No,No,Yes,Female,Yes,19,No,0,8,11,7,12.86,0,0,8,11,7,12.86,0,10.8,1.4,1.74,Graduate,0396,3
Daytime,133.8,184.0,No,No,No,Yes,Female,No,28,No,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,Graduate,1127,6
Daytime,141.0,130.9,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Graduate,2561,2
Daytime,133.1,101.5,Yes,No,No,Yes,Female,No,24,No,0,7,0,0,0.0,0,0,7,0,0,0.0,0,10.8,1.4,1.74,Dropout,4114,5
Daytime,150.0,135.6,No,No,No,Yes,Female,Yes,43,No,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate,3949,6
Daytime,127.0,116.9,Yes,No,Yes,Yes,Female,No,18,No,0,6,7,5,12.2,0,0,6,10,4,12.25,0,12.4,0.5,1.79,Dropout,3173,4
Daytime,150.0,130.8,No,No,No,Yes,Male,Yes,22,No,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,0079,3
Daytime,122.0,125.9,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,15.5,0,0,6,7,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,0755,4
Daytime,138.0,130.0,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout,1053,4
Daytime,160.0,154.4,No,No,No,Yes,Female,Yes,18,No,0,7,9,7,15.116666666666667,0,0,8,9,8,16.168888888888887,0,15.5,2.8,-4.06,Graduate,0303,6
Daytime,137.0,136.3,No,No,No,Yes,Female,No,18,No,0,5,9,4,11.25,0,0,5,6,4,11.0,0,8.9,1.4,3.51,Graduate,3007,3
Evening,133.1,97.0,No,No,No,Yes,Female,Yes,35,No,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate,0922,6
Daytime,163.0,143.1,No,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0870,6
Daytime,120.0,118.3,No,No,Yes,No,Male,Yes,18,No,0,6,11,5,12.166666666666666,0,0,6,15,3,12.0,0,13.9,-0.3,0.79,Dropout,0731,6
Daytime,146.0,140.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,14.828571428571427,0,0,8,8,7,14.828571428571427,0,12.7,3.7,-1.7,Graduate,0267,3
Daytime,121.0,122.4,No,No,No,Yes,Female,No,18,No,0,6,7,6,12.857142857142858,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate,1998,6
Evening,133.1,138.3,No,No,No,Yes,Male,No,44,No,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,13.9,-0.3,0.79,Dropout,2273,6
Daytime,131.0,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,0113,6
Daytime,150.0,142.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate,4212,6
Daytime,125.0,117.3,Yes,No,No,Yes,Male,Yes,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,3161,5
Daytime,131.0,121.9,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,13.5,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,1655,5
Daytime,140.0,105.7,Yes,No,No,Yes,Female,No,27,No,0,8,8,8,13.81375,0,0,8,8,8,13.81375,0,9.4,-0.8,-3.12,Graduate,3226,6
Daytime,128.0,118.2,No,No,No,Yes,Female,No,19,No,0,6,6,6,11.666666666666666,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate,3115,6
Daytime,123.0,127.2,No,No,Yes,No,Male,No,20,No,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,Dropout,4239,6
Daytime,147.0,135.8,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,Graduate,3807,4
Daytime,145.0,145.0,No,No,No,Yes,Female,Yes,19,No,0,6,7,6,12.833333333333334,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Graduate,3984,6
Daytime,130.0,122.3,No,No,No,Yes,Female,No,19,No,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduate,3399,2
Daytime,116.0,116.4,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.166666666666666,0,8.9,1.4,3.51,Graduate,1942,6
Daytime,142.0,137.3,Yes,No,No,Yes,Female,Yes,22,No,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate,3901,4
Daytime,130.0,130.0,No,No,No,Yes,Female,No,36,No,0,7,7,0,0.0,7,0,7,7,0,0.0,7,16.2,0.3,-0.92,Dropout,2957,6
Daytime,130.0,143.8,No,No,No,Yes,Male,No,27,No,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,Dropout,1783,6
Daytime,113.0,110.2,Yes,No,Yes,Yes,Female,No,19,No,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,1395,2
Daytime,141.0,132.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,Graduate,0338,3
Daytime,121.0,117.5,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,10.571428571428571,0,0,6,11,3,11.666666666666666,0,16.2,0.3,-0.92,Graduate,0326,6
Daytime,170.0,170.0,Yes,No,Yes,Yes,Male,No,21,No,0,6,7,6,15.285714285714286,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate,2215,6
Daytime,114.0,111.9,No,No,No,No,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1447,6
Daytime,120.0,119.8,No,No,No,Yes,Male,No,21,No,2,7,7,2,12.0,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,Dropout,0863,6
Daytime,133.1,118.0,No,No,No,No,Male,No,33,No,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0973,5
Daytime,140.0,120.4,No,No,Yes,No,Female,No,39,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0516,5
Evening,140.0,140.0,No,No,No,Yes,Male,No,27,No,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,Graduate,1788,6
Daytime,143.0,130.6,Yes,No,No,Yes,Female,No,20,No,0,7,8,7,12.847142857142858,0,0,8,10,8,13.788888888888888,0,16.2,0.3,-0.92,Graduate,0618,6
Daytime,100.0,122.0,No,No,No,Yes,Female,No,24,No,0,8,8,7,12.412857142857144,0,0,8,8,7,12.412857142857144,0,10.8,1.4,1.74,Graduate,4257,6
Daytime,116.0,119.9,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,1016,6
Daytime,133.1,115.0,No,No,No,Yes,Female,No,18,No,0,6,10,2,10.5,0,0,6,13,0,0.0,0,7.6,2.6,0.32,Dropout,4364,4
Daytime,133.1,100.0,No,No,No,Yes,Female,No,30,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,2591,6
Daytime,135.0,123.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,12.285714285714286,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,Graduate,0673,3
Daytime,140.0,137.5,No,No,Yes,Yes,Female,Yes,23,Yes,3,6,7,6,13.142857142857142,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,0682,6
Daytime,139.0,126.0,Yes,No,No,Yes,Male,No,18,No,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,Dropout,1801,4
Daytime,150.0,150.0,Yes,No,No,Yes,Male,No,27,No,0,5,10,1,14.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,0537,6
Daytime,139.0,130.5,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,Graduate,4234,2
Daytime,135.0,122.8,No,No,No,Yes,Female,No,18,No,0,6,7,6,14.0,0,0,6,7,6,14.0,0,10.8,1.4,1.74,Graduate,0264,6
Daytime,130.0,154.9,No,No,Yes,No,Male,No,35,No,0,6,8,5,16.166666666666668,0,0,6,10,4,16.0,0,8.9,1.4,3.51,Dropout,2193,6
Daytime,129.0,122.0,Yes,No,No,Yes,Male,No,19,No,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,Graduate,3691,1
Daytime,152.0,139.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.333333333333334,0,0,7,7,6,14.333333333333334,0,7.6,2.6,0.32,Graduate,1326,5
Daytime,168.0,149.5,No,No,No,Yes,Female,No,18,No,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,Graduate,4222,6
Daytime,131.0,123.3,Yes,No,No,Yes,Male,Yes,19,No,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,Dropout,3694,2
Evening,133.1,105.3,No,No,Yes,Yes,Female,No,28,No,0,5,14,2,10.5,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,4324,6
Daytime,110.0,140.0,No,No,No,Yes,Male,No,43,No,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,Dropout,2677,6
Daytime,116.0,113.6,Yes,No,No,Yes,Female,Yes,22,No,0,5,6,3,14.0,0,0,5,8,5,12.4,0,11.1,0.6,2.02,Graduate,1563,3
Daytime,102.0,101.7,Yes,No,No,Yes,Female,Yes,20,No,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate,1015,5
Daytime,121.0,116.8,Yes,No,No,Yes,Female,No,23,No,15,17,18,17,11.5,0,16,17,17,17,12.176470588235292,0,12.4,0.5,1.79,Graduate,1895,6
Daytime,141.0,125.0,No,No,No,Yes,Male,No,22,No,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout,1380,6
Daytime,120.0,120.0,Yes,No,No,Yes,Male,No,23,No,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,Dropout,0880,6
Daytime,130.0,133.0,Yes,No,No,Yes,Female,Yes,26,No,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,0926,6
Daytime,145.0,160.1,No,No,No,Yes,Female,Yes,19,No,6,12,12,12,14.5,0,4,11,15,11,13.583333333333334,0,8.9,1.4,3.51,Graduate,2943,6
Evening,110.0,134.3,No,No,No,Yes,Male,No,24,No,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout,2626,6
Daytime,132.0,119.1,No,No,No,Yes,Female,No,18,No,0,5,11,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Dropout,3475,2
Evening,120.0,138.1,No,No,No,Yes,Male,Yes,37,No,0,5,8,5,13.0,0,0,5,11,4,13.333333333333334,2,16.2,0.3,-0.92,Dropout,0706,6
Daytime,131.0,126.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,12.142857142857142,0,0,6,6,6,11.166666666666666,0,8.9,1.4,3.51,Graduate,2522,5
Daytime,122.0,127.3,Yes,No,No,Yes,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0001,2
Daytime,154.0,149.5,Yes,No,No,Yes,Female,Yes,30,No,0,7,8,7,14.9125,0,0,8,9,1,13.5,0,13.9,-0.3,0.79,Dropout,4422,6
Daytime,121.0,116.5,Yes,No,No,Yes,Female,No,23,No,0,5,7,3,11.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout,4255,6
Daytime,151.0,161.9,No,No,No,Yes,Female,No,18,No,0,5,6,4,13.75,0,0,5,8,5,14.857142857142858,0,7.6,2.6,0.32,Graduate,1074,6
Daytime,125.0,140.8,Yes,No,No,Yes,Male,No,22,No,0,6,6,6,14.666666666666666,0,0,6,6,6,15.0,0,9.4,-0.8,-3.12,Graduate,1686,2
Daytime,117.0,114.6,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate,3981,1
Daytime,137.0,121.0,No,No,No,Yes,Female,Yes,19,No,0,8,8,7,14.725714285714288,0,0,8,8,7,14.725714285714288,0,10.8,1.4,1.74,Graduate,0296,6
Daytime,150.0,150.0,No,No,No,Yes,Female,Yes,23,No,7,12,14,12,14.384615384615383,0,5,10,12,10,13.3,0,8.9,1.4,3.51,Graduate,1307,6
Daytime,140.0,143.0,No,No,No,Yes,Female,No,20,No,3,6,6,6,13.5,0,2,6,9,5,12.5,0,13.9,-0.3,0.79,Graduate,1978,6
Daytime,121.0,135.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,8.9,1.4,3.51,Graduate,2827,5
Daytime,108.0,107.8,Yes,No,No,Yes,Female,Yes,20,No,0,7,10,6,12.357142857142858,0,0,8,9,7,13.0,0,13.9,-0.3,0.79,Graduate,3631,4
Daytime,145.0,136.6,No,No,No,Yes,Female,Yes,19,No,0,7,12,6,13.766666666666666,0,0,8,10,7,14.051428571428572,0,15.5,2.8,-4.06,Graduate,1115,6
Daytime,122.0,126.9,No,No,No,Yes,Female,No,21,No,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate,0215,6
Daytime,107.0,103.5,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,12.0,0,0,6,7,6,13.0,0,12.4,0.5,1.79,Graduate,0333,6
Daytime,150.0,150.0,Yes,No,No,Yes,Male,No,20,No,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate,1239,6
Daytime,133.1,120.0,Yes,No,No,Yes,Male,No,29,No,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout,2370,6
Daytime,115.0,108.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,9,5,11.4,0,0,6,6,6,11.333333333333334,0,12.4,0.5,1.79,Graduate,1396,6
Daytime,128.0,100.0,Yes,No,No,Yes,Female,No,20,No,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduate,1069,6
Daytime,121.0,111.9,Yes,No,No,Yes,Female,No,21,No,0,5,12,0,0.0,3,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,2822,2
Daytime,141.0,141.4,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,3448,6
Daytime,138.0,133.5,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Graduate,0508,5
Daytime,133.0,127.4,No,No,Yes,Yes,Female,Yes,18,No,0,7,7,7,12.714285714285714,0,0,7,7,7,12.285714285714286,0,16.2,0.3,-0.92,Graduate,3391,6
Daytime,130.0,120.0,No,No,Yes,No,Female,No,30,No,8,12,17,8,11.75,0,6,12,19,6,12.166666666666666,2,7.6,2.6,0.32,Dropout,0263,6
Daytime,120.0,118.0,No,No,No,Yes,Female,No,28,No,0,6,8,6,12.857142857142858,0,0,6,8,5,12.6,0,8.9,1.4,3.51,Graduate,2003,6
Evening,140.0,120.0,No,No,No,No,Female,No,38,No,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,Dropout,0913,6
Evening,120.0,115.0,Yes,No,No,Yes,Male,No,27,No,0,5,9,1,10.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1521,6
Daytime,119.0,115.2,No,No,No,Yes,Male,Yes,21,No,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,Dropout,0877,6
Daytime,138.6,138.6,Yes,No,No,Yes,Male,No,20,No,0,6,10,4,11.5,0,0,6,11,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,2234,6
Daytime,100.0,130.0,Yes,No,No,Yes,Female,No,25,No,0,14,14,12,13.291666666666666,1,0,14,14,12,13.291666666666666,1,7.6,2.6,0.32,Graduate,4340,6
Daytime,140.0,140.0,No,No,No,Yes,Male,No,20,No,0,6,12,3,11.5,0,0,6,12,3,13.666666666666666,0,12.4,0.5,1.79,Dropout,1449,6
Daytime,130.0,128.6,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate,0991,6
Daytime,125.0,116.3,Yes,No,No,Yes,Male,No,19,No,0,5,8,5,13.25,0,0,5,8,5,11.0,0,13.9,-0.3,0.79,Graduate,0550,5
Daytime,120.0,120.0,No,No,Yes,No,Female,No,28,No,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout,1829,6
Daytime,150.0,134.6,No,No,No,Yes,Male,No,20,Yes,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,Graduate,4210,6
Daytime,138.0,141.0,No,No,No,Yes,Male,No,19,No,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,1365,6
Daytime,160.0,160.0,Yes,No,No,Yes,Female,No,20,No,7,11,15,11,13.785714285714286,0,4,9,9,9,13.88888888888889,0,8.9,1.4,3.51,Graduate,3396,6
Daytime,133.1,136.0,No,No,No,Yes,Male,No,31,No,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,Dropout,0526,6
Daytime,127.0,121.1,Yes,No,No,Yes,Male,No,19,No,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0,12.4,0.5,1.79,Dropout,1286,5
Daytime,135.0,123.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,13.381428571428572,0,0,8,8,7,13.381428571428572,0,10.8,1.4,1.74,Graduate,0452,3
Evening,133.1,118.0,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,10.8,1.4,1.74,Graduate,3643,5
Daytime,120.0,115.0,No,No,No,Yes,Male,No,22,No,0,6,12,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,3358,6
Daytime,133.0,130.2,Yes,No,No,Yes,Male,Yes,19,No,0,7,7,7,13.7,0,0,8,9,8,14.022222222222222,0,16.2,0.3,-0.92,Graduate,1693,6
Daytime,135.0,137.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate,0992,6
Daytime,141.0,131.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,15.101428571428572,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,Graduate,3622,6
