Marital status,Application mode,Application order,Course,Attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID
Single,2nd phase - General Contingent,2,Tourism,Daytime,Secondary education,129.0,Portuguese,Other - 11th years of schooling,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,122.0,Yes,No,No,Yes,Female,No,18,No,0,6,15,2,10.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,3062
Single,2nd phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary education,110.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,Administrative staff,Administrative staff,107.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,11,4,12.25,0,0,6,10,4,11.0,0,12.7,3.7,-1.7,Dropout,3063
Single,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Skilled construction workers and the like, except electricians","Farmers, livestock keepers, fishermen, hunters and gatherers, subsistence",104.0,No,No,Yes,No,Female,Yes,24,No,0,6,6,6,13.5,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Graduate,3064
Single,2nd phase - General Contingent,2,Social Service,Daytime,Secondary education,132.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Secondary education,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",133.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,5,12.2,0,0,6,7,6,11.5,0,9.4,-0.8,-3.12,Graduate,3065
Single,2nd phase - General Contingent,2,Tourism,Daytime,Secondary education,115.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",113.3,Yes,No,Yes,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,3066
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,130.0,Portuguese,Secondary education,Secondary education,Administrative staff,Armed Forces Professions,130.0,Yes,No,No,Yes,Female,No,19,No,2,7,11,6,12.0,0,5,9,9,8,12.75,0,16.2,0.3,-0.92,Graduate,3067
Single,1st phase - General Contingent,3,Nursing,Daytime,Secondary education,140.0,Spanish,Higher education - bachelor's degree,Higher education - degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,124.3,Yes,No,No,Yes,Female,No,19,Yes,0,7,9,5,12.32,0,0,7,9,5,11.9,0,12.4,0.5,1.79,Enrolled,3068
Single,Over 23 years old,1,Oral Hygiene,Daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,105.0,Yes,No,No,Yes,Female,Yes,36,No,0,7,11,6,12.35,0,0,7,12,5,12.5,0,8.9,1.4,3.51,Graduate,3069
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Other - 11th years of schooling,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Armed Forces Professions,Unskilled Workers,144.0,No,No,No,Yes,Male,No,51,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,3070
Single,1st phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary education,121.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",111.9,Yes,No,No,Yes,Male,Yes,20,No,0,6,7,6,11.333333333333334,0,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,Enrolled,3071
Single,Over 23 years old,1,Social Services (evening attendance),Evening,Basic education 2nd cycle (6/7/8th year) or equiv,133.1,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,107.5,No,No,Yes,No,Male,No,29,No,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,3072
Single,Technological specialization diploma holders,1,Social Service,Daytime,Technological specialization course,130.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",127.4,No,No,Yes,No,Male,No,27,No,3,6,8,5,11.6,0,2,6,9,5,12.0,0,13.9,-0.3,0.79,Dropout,3073
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Administrative staff,149.0,Yes,No,No,Yes,Male,No,33,No,0,5,10,4,12.0,0,0,5,8,3,13.666666666666666,1,7.6,2.6,0.32,Enrolled,3074
Married,Ordinance No. 612/93,1,Management,Daytime,Higher education - bachelor's degree,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,120.0,No,No,No,No,Male,No,57,No,12,15,17,12,11.75,0,9,14,16,9,12.22222222222222,0,9.4,-0.8,-3.12,Dropout,3075
Single,1st phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,132.0,Portuguese,Higher education - master's,Higher education - bachelor's degree,Teachers,Directors of administrative and commercial services,143.6,Yes,No,No,Yes,Male,No,20,No,0,6,8,5,12.8,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,Enrolled,3076
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,100.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,120.0,No,No,No,Yes,Male,No,26,No,0,5,7,3,11.333333333333334,0,0,5,7,3,13.666666666666666,0,9.4,-0.8,-3.12,Dropout,3077
Single,Change of course,1,Informatics Engineering,Daytime,Secondary education,130.0,Portuguese,Secondary education,Secondary education,Unskilled Workers,Specialists in Intellectual and Scientific Activities,128.0,No,No,Yes,No,Male,No,27,No,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Enrolled,3078
Single,1st phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,129.0,Portuguese,Secondary education,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,Unskilled Workers,118.2,No,No,No,Yes,Male,No,19,No,0,5,5,5,10.8,0,0,5,5,4,12.25,0,9.4,-0.8,-3.12,Graduate,3079
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,160.0,Portuguese,Other - 11th years of schooling,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,Installation and Machine Operators and Assembly Workers,160.0,Yes,No,No,Yes,Male,No,23,No,1,6,10,5,12.5,0,1,6,8,2,13.5,0,12.4,0.5,1.79,Dropout,3080
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",152.4,No,No,No,Yes,Male,No,27,No,0,5,5,5,15.2,0,0,5,6,5,14.166666666666666,0,10.8,1.4,1.74,Graduate,3081
Single,1st phase - General Contingent,6,Nursing,Daytime,Secondary education,122.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",116.6,Yes,No,Yes,Yes,Male,Yes,20,No,0,7,7,7,13.314285714285717,0,0,8,8,8,12.575,0,12.4,0.5,1.79,Graduate,3082
Single,3rd phase - General Contingent,1,Communication Design,Daytime,Secondary education,143.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",141.6,No,No,No,Yes,Female,Yes,19,No,6,12,12,11,13.090909090909092,0,5,11,12,11,12.083333333333334,0,10.8,1.4,1.74,Graduate,3083
Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary education,110.0,Portuguese,Higher education - degree,Basic education 3rd cycle (9/10/11th year) or equiv,Specialists in Intellectual and Scientific Activities,Unskilled Workers,105.5,Yes,No,Yes,No,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,3084
Single,1st phase - General Contingent,1,Communication Design,Daytime,Secondary education,124.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,116.3,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,12.2,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduate,3085
Married,Holders of other higher courser,1,Management,Daytime,Higher education - degree,110.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,Unskilled Workers,Unskilled Workers,110.0,No,No,No,Yes,Female,No,33,No,5,8,10,6,12.833333333333334,0,2,5,8,4,12.0,0,11.1,0.6,2.02,Enrolled,3086
Single,Change of course,1,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,119.5,Yes,No,No,Yes,Female,No,22,No,9,15,17,15,11.2,0,9,14,15,14,12.428571428571429,0,7.6,2.6,0.32,Graduate,3087
Single,1st phase - General Contingent,6,Management,Daytime,Secondary education,139.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Other - 11th years of schooling,Administrative staff,Administrative staff,125.0,Yes,No,No,Yes,Female,No,18,No,0,5,8,3,12.333333333333334,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Graduate,3088
Facto Union,Over 23 years old,1,Nursing,Daytime,Higher education - degree,140.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,160.0,No,No,No,Yes,Female,No,27,No,0,8,8,7,15.94285714285714,0,0,8,8,7,15.94285714285714,0,12.7,3.7,-1.7,Graduate,3089
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,150.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",150.0,No,No,No,Yes,Female,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,3090
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,123.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,115.0,Yes,No,No,Yes,Female,No,19,No,0,6,10,4,10.25,0,0,6,8,6,10.714285714285714,0,11.1,0.6,2.02,Graduate,3091
Single,2nd phase - General Contingent,1,Basic Education,Daytime,Secondary education,128.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",128.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,10,5,13.2,0,0,6,12,5,12.833333333333334,0,9.4,-0.8,-3.12,Enrolled,3092
Single,1st phase - General Contingent,1,Social Services (evening attendance),Evening,Secondary education,100.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Armed Forces Professions,112.8,No,No,No,Yes,Female,Yes,23,No,0,6,6,6,14.166666666666666,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,3093
Single,Change of course,1,Nursing,Daytime,Secondary education,148.0,Portuguese,9th year of schooling - not completed,Basic education 2nd cycle (6/7/8th year) or equiv,Other Situation,Intermediate Level Technicians and Professions,131.0,Yes,No,No,Yes,Female,Yes,22,No,18,23,23,20,14.575,3,18,23,23,20,14.575,3,7.6,2.6,0.32,Graduate,3094
Single,2nd phase - General Contingent,2,Tourism,Daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",121.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,9,1,10.0,1,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,3095
Single,1st phase - General Contingent,4,Social Service,Daytime,Secondary education,118.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,110.0,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.285714285714286,0,0,6,8,6,11.428571428571429,0,12.4,0.5,1.79,Graduate,3096
Single,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,148.5,No,No,No,Yes,Female,Yes,31,No,0,6,6,6,14.0,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,Graduate,3097
Single,2nd phase - General Contingent,4,Journalism and Communication,Daytime,Secondary education,119.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,118.3,No,No,No,Yes,Female,No,19,No,0,6,8,4,11.25,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,3098
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,138.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,135.9,Yes,No,No,Yes,Female,No,19,No,0,6,11,5,11.6,0,0,6,11,6,11.666666666666666,0,7.6,2.6,0.32,Enrolled,3099
Single,2nd phase - General Contingent,1,Social Services (evening attendance),Evening,Secondary education,127.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",115.8,No,No,No,Yes,Female,No,24,No,0,6,12,1,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,3100
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,134.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,Armed Forces Professions,121.2,No,No,No,Yes,Female,No,19,No,0,7,10,7,13.47,0,0,8,8,8,13.32625,0,15.5,2.8,-4.06,Graduate,3101
Single,2nd phase - General Contingent,4,Management,Daytime,Secondary education,133.0,Portuguese,Secondary education,Secondary education,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",136.2,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,3102
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,100.2,Yes,No,No,No,Female,No,26,No,0,6,9,3,11.75,0,0,6,11,4,11.5,3,16.2,0.3,-0.92,Dropout,3103
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,180.0,Brazilian,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,152.7,Yes,No,Yes,No,Male,No,27,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,3104
Single,2nd phase - General Contingent,4,Social Service,Daytime,Secondary education,129.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",123.1,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,12.0,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate,3105
Married,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,130.0,No,No,No,Yes,Female,No,29,No,0,5,8,5,15.333333333333334,2,0,5,6,5,15.4,0,9.4,-0.8,-3.12,Dropout,3106
Single,1st phase - General Contingent,6,Nursing,Daytime,Secondary education,141.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",125.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,12.32,0,0,8,8,8,12.32,0,9.4,-0.8,-3.12,Graduate,3107
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,118.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Armed Forces Professions,113.1,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.79857142857143,0,0,8,8,8,14.75625,0,11.1,0.6,2.02,Graduate,3108
Single,1st phase - General Contingent,5,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Secondary education,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Enrolled,3109
Single,1st phase - General Contingent,1,Management,Daytime,Secondary education,177.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Intermediate Level Technicians and Professions,Unskilled Workers,162.3,No,No,No,Yes,Female,Yes,18,No,0,5,6,5,16.333333333333332,0,0,5,5,5,15.4,0,15.5,2.8,-4.06,Graduate,3110
Single,Transfer,1,Animation and Multimedia Design,Daytime,Secondary education,132.0,Portuguese,Secondary education,Secondary education,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,132.0,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,3111
Single,2nd phase - General Contingent,4,Nursing,Daytime,Secondary education,133.0,Portuguese,Higher education - master's,Higher education - master's,Administrative staff,Administrative staff,130.7,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,14.757142857142856,0,0,8,9,8,15.366666666666667,0,12.4,0.5,1.79,Graduate,3112
Single,2nd phase - General Contingent,4,Tourism,Daytime,Secondary education,124.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,122.3,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,Dropout,3113
Single,1st phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,143.0,Portuguese,Higher education - degree,Basic education 2nd cycle (6/7/8th year) or equiv,Specialists in Intellectual and Scientific Activities,Unskilled Workers,144.1,Yes,No,No,Yes,Female,No,19,No,0,6,7,5,12.6,0,0,6,10,5,12.375,0,10.8,1.4,1.74,Enrolled,3114
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,128.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.2,No,No,No,Yes,Female,No,19,No,0,6,6,6,11.666666666666666,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate,3115
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,138.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,133.5,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,3116
Single,1st phase - General Contingent,5,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,126.8,Yes,No,Yes,No,Female,No,18,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,3117
Single,1st phase - General Contingent,4,Journalism and Communication,Daytime,Secondary education,122.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",121.0,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,13.571428571428571,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate,3118
Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary education,111.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,Armed Forces Professions,117.7,No,No,No,Yes,Female,No,20,No,0,6,8,5,10.8,0,0,6,9,4,11.5,0,9.4,-0.8,-3.12,Graduate,3119
Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",115.0,Yes,No,No,Yes,Female,No,21,No,0,5,8,3,11.333333333333334,1,0,5,8,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled,3120
Married,1st phase - General Contingent,1,Management (evening attendance),Evening,Higher education - bachelor's degree,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Intermediate Level Technicians and Professions,129.2,No,No,No,Yes,Female,No,31,No,4,10,16,5,11.4,0,4,10,10,6,12.833333333333334,0,9.4,-0.8,-3.12,Dropout,3121
Single,1st phase - General Contingent,1,Oral Hygiene,Daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,125.8,No,No,No,Yes,Female,Yes,20,No,0,7,14,7,10.642857142857142,0,0,8,8,8,11.55,0,12.7,3.7,-1.7,Graduate,3122
Single,2nd phase - General Contingent,5,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,8th year of schooling,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",118.4,Yes,No,No,Yes,Female,Yes,19,No,0,5,8,3,10.5,0,0,5,6,4,11.75,1,7.6,2.6,0.32,Enrolled,3123
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,147.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,142.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.65,0,0,7,7,6,14.65,0,7.6,2.6,0.32,Graduate,3124
Single,2nd phase - General Contingent,3,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.714285714285714,0,0,8,11,8,14.863636363636363,0,16.2,0.3,-0.92,Graduate,3125
Single,Change of course,1,Social Service,Daytime,Secondary education,117.0,Portuguese,Unknown,Unknown,Student,Student,109.3,No,No,No,Yes,Female,No,30,No,9,16,19,15,12.266666666666667,0,11,13,14,13,12.071428571428571,0,9.4,-0.8,-3.12,Graduate,3126
Single,2nd phase - General Contingent,1,Social Service,Daytime,Secondary education,126.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,116.9,Yes,No,No,Yes,Female,No,21,No,0,6,11,6,10.375,0,0,6,12,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled,3127
Single,3rd phase - General Contingent,1,Management,Daytime,Secondary education,128.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",121.7,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,11.0,0,0,5,6,5,15.4,0,12.4,0.5,1.79,Graduate,3128
Single,1st phase - General Contingent,6,Management,Daytime,Secondary education,115.0,Portuguese,Secondary education,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,Unskilled Workers,117.1,Yes,No,Yes,Yes,Female,No,22,No,0,5,5,5,13.8,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate,3129
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,121.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,Unskilled Workers,114.4,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,3130
Single,2nd phase - General Contingent,1,Social Service,Daytime,Secondary education,134.0,Portuguese,Higher education - degree,Secondary education,Intermediate Level Technicians and Professions,Administrative staff,133.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,11.75,0,0,6,10,5,12.0,0,12.7,3.7,-1.7,Graduate,3131
Single,1st phase - General Contingent,3,Nursing,Daytime,Secondary education,126.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,12.785714285714286,0,0,8,8,7,12.785714285714286,0,12.7,3.7,-1.7,Graduate,3132
Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary education,151.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,Administrative staff,151.0,Yes,No,No,Yes,Female,No,18,No,0,6,11,6,14.444444444444445,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate,3133
Single,1st phase - General Contingent,6,Nursing,Daytime,Secondary education,122.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,119.6,Yes,No,No,Yes,Female,No,21,No,0,7,8,6,13.25,0,0,8,8,8,13.8375,0,13.9,-0.3,0.79,Enrolled,3134
